HHID	CHOSEN	INCOME	HHSIZE	NUMVEH	WOMEN	MEN	NWORK	NCHILD	NYCHILD	ETHN	DIST	NBIKES	PTRANSP	SOLARPAN	WALKBIKE	TELECO	PSENIORS	GRAD	POPDENSE	NEIGHB	SMARTPH	SPOOL	CABLE	COST
222	1	2	3	0	2	1	1	1	0	3	2.064920531	1	1	0	0	1	0	1	8342.76311	1	2	1	1	0.556865213
223	2	1	1	0	1	0	1	0	0	1	6.300853664	0	1	1	1	0	0	0	24884.39035	0	0	0	1	0.482374278
224	1	2	3	0	2	1	1	2	1	3	2.687110758	0	1	0	0	0	0	0	4548.111136	0	1	0	1	0.806299264
225	2	2	1	0	1	0	1	0	0	4	1.434347569	0	0	0	1	0	0	0	15832.5338	0	0	1	1	1.222137433
226	2	1	1	2	0	1	1	0	0	1	2.496545361	0	1	0	0	0	0	0	24246.73286	0	0	0	0	0.860481342
227	2	3	3	1	2	1	2	0	0	1	2.427309225	0	0	0	1	0	1	0	629.2856786	0	2	0	1	0.513034166
228	2	1	3	1	0	3	1	0	0	1	2.547961224	1	0	0	0	0	1	0	1405.721091	0	0	0	0	0.890434288
229	2	2	2	2	1	1	1	1	0	1	1.713613818	0	0	0	0	1	0	0	34046.53958	0	1	1	0	1.135644911
230	1	3	3	2	2	1	1	2	1	1	1.426125864	1	0	0	1	0	0	0	787.7781236	1	0	1	0	1.329193278
231	1	3	1	1	1	0	1	0	0	1	5.979776611	0	0	0	0	0	0	0	305.9888716	0	0	1	1	0.49300058
232	1	1	1	1	1	0	1	0	0	1	2.392238545	0	0	0	1	0	0	0	723.8968892	0	0	0	0	1.339208572
233	1	1	2	1	1	1	1	0	0	1	0.863162862	0	1	0	0	0	0	0	952.3781355	0	1	0	0	0.770076234
234	2	1	2	0	0	2	1	1	0	1	1.574990095	0	0	0	0	0	0	0	739.9267475	0	0	0	1	1.336683199
235	2	1	4	2	1	3	2	2	1	2	2.732123529	2	0	0	1	0	0	0	1015.878209	0	0	1	0	1.206120839
236	2	1	1	2	1	0	1	0	0	3	1.615729001	0	1	0	1	0	0	0	406.2596327	0	0	0	0	0.565728652
237	1	2	3	2	2	1	1	1	0	1	2.653928855	1	1	0	0	0	0	1	319.0702112	0	2	1	0	0.683842812
238	2	1	1	1	1	0	1	0	0	4	2.459937594	0	0	1	0	0	0	0	660.4575789	0	0	0	1	0.654252064
239	2	2	1	1	0	1	1	0	0	4	1.427656233	0	1	0	0	0	0	0	770.5869048	0	0	1	1	0.96604409
240	2	1	2	2	0	2	1	0	0	4	2.983643426	0	1	0	0	0	0	1	282.3976533	0	0	0	0	0.895513116
241	2	3	3	3	2	1	2	1	0	2	1.670193087	0	1	0	0	0	0	0	328.1968755	0	1	1	1	0.794096229
242	2	2	2	2	1	1	2	0	0	4	1.839543528	0	0	0	0	0	0	1	971.6180958	0	0	0	0	1.058456057
243	2	2	2	0	0	2	1	1	0	4	1.984575277	0	1	1	0	0	0	0	1298.025204	1	1	0	1	0.542067566
244	1	3	2	1	1	1	1	1	0	3	2.736038615	0	0	1	0	0	0	0	29373.70877	0	1	1	1	0.606948081
245	2	2	5	0	4	1	3	0	0	4	1.390758227	0	0	0	0	0	1	0	287.5782135	0	3	0	0	1.032658164
246	2	2	2	0	0	2	1	0	0	4	7.165293152	0	0	0	1	1	1	0	10298.38915	0	0	0	0	0.579916679
247	1	1	3	1	1	2	2	1	0	1	2.79871294	0	0	0	1	0	0	0	962.1207493	0	0	0	0	1.330250552
248	1	2	6	2	4	2	1	5	0	3	4.433112858	1	0	0	0	0	0	0	1144.400687	0	4	1	1	1.018933374
249	2	2	2	2	1	1	1	1	0	1	3.025447529	0	0	0	0	0	0	0	378.924244	0	1	0	1	1.318406478
250	1	1	1	1	0	1	1	0	0	4	1.854569628	0	0	0	0	0	0	0	1117.893425	0	0	0	0	0.577089261
251	2	1	2	0	2	0	1	0	0	4	2.597503572	0	0	0	0	0	1	0	583.278863	0	1	0	0	0.524464905
252	2	1	1	0	1	0	1	0	0	1	4.921354677	0	0	0	1	0	0	0	31511.93504	0	0	0	0	0.839416374
253	1	1	3	0	0	3	1	1	0	4	1.610069024	1	0	0	1	0	0	1	1079.471253	1	0	0	0	0.798980774
254	1	1	2	2	2	0	1	1	0	4	5.015108817	0	1	0	1	0	0	0	128.0033312	0	0	0	0	1.070511128
255	2	1	4	1	4	0	3	1	0	1	1.177044315	1	1	0	0	1	0	0	1166.721816	1	2	0	0	1.207308072
256	2	1	2	2	2	0	2	0	0	4	2.357562622	0	0	0	0	0	0	0	10809.56821	0	1	0	0	1.249331347
257	1	2	3	0	1	2	1	2	0	3	2.757707807	0	1	0	0	0	0	0	866.9368549	0	2	0	0	0.749255841
258	2	1	1	2	0	1	1	0	0	3	2.565154542	0	1	0	0	0	0	0	25869.54761	0	0	0	0	0.721575282
259	2	1	1	0	1	0	1	0	0	4	1.084573823	0	1	0	1	0	0	0	663.3387254	0	0	0	0	1.192769117
260	2	1	1	1	1	0	1	0	0	4	7.093613994	0	0	0	0	0	0	0	33846.85625	0	0	0	0	0.700965065
261	1	2	4	1	0	4	1	2	1	4	4.724225141	1	0	1	0	0	0	0	1091.117969	0	1	0	1	1.345555425
262	2	1	3	1	1	2	1	1	0	4	1.195612841	1	0	0	0	0	1	0	1260.43579	0	0	0	0	1.059613016
263	2	3	2	2	2	0	1	0	0	1	2.267247176	0	0	0	1	0	0	0	1045.708074	0	0	0	1	0.60403597
264	2	2	2	2	1	1	1	0	0	1	2.171936939	0	0	0	0	1	0	1	14152.40183	0	0	1	0	0.413977064
265	2	3	1	3	1	0	1	0	0	1	2.05414002	0	0	0	1	0	0	0	9213.335018	1	0	1	1	0.676441586
266	1	2	3	2	2	1	2	0	0	1	2.043982905	1	0	0	1	0	1	2	849.2307747	0	2	0	1	1.001155336
267	2	2	1	0	0	1	1	0	0	1	1.812107213	0	0	0	0	0	0	0	13251.88924	0	0	0	1	0.747607667
268	1	3	3	1	0	3	1	1	0	3	1.167128141	1	0	0	1	0	0	0	1068.468157	1	0	0	0	1.069369345
269	2	1	2	0	2	0	1	1	0	4	2.222742079	0	0	0	1	1	0	0	22941.36925	0	1	0	0	1.240991918
270	2	2	4	2	0	4	1	3	2	4	2.889058686	0	0	0	0	1	0	0	811.3705242	0	0	1	0	0.612071063
271	1	2	2	1	1	1	1	0	0	2	2.451709121	0	1	1	0	1	0	0	1004.950504	0	1	0	0	0.406310828
272	2	1	4	2	0	4	2	2	0	1	1.76271617	1	0	0	1	1	0	1	18210.24828	0	0	0	0	1.057404352
273	2	2	2	1	1	1	1	1	0	4	1.839018065	0	0	0	1	0	0	0	10620.30605	1	0	0	1	1.110510261
274	1	1	3	1	2	1	3	0	0	4	1.310945975	0	0	0	0	0	0	0	172.1419964	0	0	0	0	0.51839999
275	2	1	4	2	1	3	1	3	1	4	2.201363533	2	1	0	0	1	0	0	563.5282459	0	1	0	0	0.461444893
276	2	2	3	1	2	1	1	2	0	3	2.305929078	1	0	0	1	0	0	0	865.8920741	1	1	1	0	0.89011402
277	2	1	1	1	1	0	1	0	0	3	2.228718598	0	0	0	0	1	0	0	1207.111711	0	0	0	0	0.747284044
278	2	1	2	0	2	0	1	1	0	1	2.626686017	0	1	0	0	0	0	0	15380.58651	0	1	0	0	0.494889099
279	2	2	1	2	0	1	1	0	0	1	2.967090985	0	0	1	0	0	0	0	1326.484253	1	0	1	1	0.876326482
280	2	2	2	0	1	1	1	0	0	4	2.796291688	0	0	0	1	0	1	0	842.5862374	0	0	1	1	0.77745255
281	1	1	1	1	1	0	1	0	0	4	1.997109444	0	0	0	1	0	0	0	956.4207226	1	0	0	0	0.504794029
282	1	2	1	1	1	0	1	0	0	1	2.491976134	0	0	0	0	0	0	0	14720.35522	1	0	0	1	1.261629869
283	1	2	2	1	0	2	2	0	0	4	2.003608641	0	0	1	0	1	0	0	25587.62195	0	1	0	1	1.182105645
284	2	2	3	1	1	2	3	0	0	4	6.929828509	0	0	0	0	1	0	2	1001.914121	0	1	1	0	0.624414567
285	2	1	3	0	1	2	1	2	0	4	2.380641832	0	1	0	0	1	0	0	459.4302879	0	2	1	1	0.577932072
286	1	2	3	0	1	2	1	2	0	4	5.297460096	0	0	0	0	0	0	0	19379.21584	0	0	0	0	1.180507329
287	2	1	1	0	1	0	1	0	0	4	4.461525804	0	0	0	1	1	0	0	1315.86897	0	0	0	0	1.170924944
288	1	2	4	2	3	1	1	3	0	1	2.95959463	2	0	1	0	0	0	0	13148.22069	1	2	0	1	1.146426815
289	2	2	2	0	1	1	1	1	0	1	2.220431933	0	0	0	0	0	0	0	948.9779585	0	1	0	0	0.992083057
290	1	3	5	2	4	1	1	1	0	1	4.244184926	3	1	0	0	0	1	0	1027.066406	1	4	1	0	0.908634774
291	1	2	4	2	1	3	1	3	0	1	2.879755664	1	0	0	1	0	0	0	928.0198622	0	3	1	0	0.776813852
292	1	1	1	0	0	1	1	0	0	1	2.823272334	0	1	0	1	1	0	0	1103.960988	1	0	0	0	0.771282632
293	1	3	2	3	2	0	1	1	0	1	5.585797582	0	0	1	0	0	0	0	522.1218132	0	1	1	1	0.439154998
294	2	1	6	0	2	4	4	1	0	1	2.306754342	2	1	0	0	0	1	4	999.2649756	0	4	0	0	0.498636146
295	2	2	2	1	2	0	1	1	0	1	2.495797152	0	1	0	0	0	0	0	800.084642	0	1	0	0	1.104759959
296	1	1	3	0	2	1	1	2	1	4	4.281657704	1	0	0	0	0	0	0	1089.567438	0	1	0	0	1.138898683
297	2	1	1	0	0	1	1	0	0	4	1.226172568	0	0	0	0	1	0	0	1083.299021	0	0	0	0	0.467753186
298	1	2	2	2	1	1	1	1	0	1	0.77298868	0	0	0	1	0	0	0	910.0632382	0	1	0	1	0.964370805
299	2	2	2	1	2	0	2	0	0	4	2.015106859	0	0	0	1	1	0	0	1293.237479	0	0	0	1	1.371733648
300	2	3	2	4	2	0	1	0	0	1	2.391072322	0	1	0	0	0	1	0	480.2602826	1	0	0	1	1.009602451
301	2	2	3	1	0	3	1	2	1	1	1.841302845	0	1	0	1	1	0	0	538.2554298	0	1	1	1	0.568832472
302	2	3	5	1	1	4	4	1	0	4	2.974907272	3	0	0	0	0	0	0	793.4132397	0	1	1	1	0.501197893
303	2	1	2	0	1	1	1	0	0	4	1.872537094	0	0	0	0	0	0	0	220.867266	0	1	0	0	0.767950442
304	1	1	4	2	0	4	2	1	0	1	2.354706032	2	0	0	1	0	1	0	262.2077611	1	2	0	0	1.385545859
305	1	2	2	2	0	2	2	0	0	1	1.68992884	0	0	0	0	0	0	0	693.0346543	0	1	1	0	0.531902696
306	1	3	7	1	7	0	1	6	4	1	2.763199885	3	0	0	0	0	0	0	910.4029917	1	1	1	1	0.682500222
307	2	1	3	1	2	1	1	1	0	1	1.319033582	0	0	0	0	0	1	1	1321.14367	0	2	0	1	0.656904919
308	2	1	3	1	2	1	2	0	0	3	2.430363626	1	0	1	0	0	0	0	604.3098758	1	0	0	0	0.415232866
309	2	1	4	2	1	3	3	0	0	4	6.116516452	0	0	0	0	0	1	0	867.7597643	0	3	0	0	0.765030932
310	2	3	6	4	4	2	2	4	3	4	1.123192879	3	0	0	0	0	0	1	22517.43928	0	1	1	1	1.129600132
311	2	3	3	3	3	0	1	0	0	3	1.683965118	0	1	0	1	0	0	0	15333.34161	0	0	1	1	0.756576139
312	2	3	2	1	0	2	2	0	0	4	5.228107849	0	0	0	0	0	0	0	1206.452974	1	1	0	1	0.938018755
313	2	2	4	0	4	0	2	2	0	1	1.225141764	2	1	0	0	1	0	0	230.9399836	0	1	1	1	1.049179909
314	2	2	2	0	0	2	1	1	0	1	2.24200385	0	0	0	1	1	0	0	781.694113	0	1	0	0	1.072917243
315	2	1	2	0	1	1	1	1	0	1	2.948803173	0	0	0	0	0	0	0	9671.149738	0	1	0	0	0.702753556
316	2	3	3	2	2	1	1	2	1	3	2.373228311	0	0	0	1	0	0	0	1020.411138	1	1	0	1	0.444586196
317	2	2	3	2	1	2	1	1	0	1	1.471126172	1	0	0	0	0	1	0	17124.31214	0	2	1	0	0.943666258
318	1	3	1	1	0	1	1	0	0	4	1.319798977	0	1	0	1	0	0	0	847.0615067	0	0	1	1	1.238547355
319	1	2	1	1	0	1	1	0	0	1	3.018510804	0	0	0	1	0	0	0	1128.816279	0	0	0	1	0.416773958
320	2	2	1	0	0	1	1	0	0	1	1.039963211	0	0	1	0	0	0	0	473.3728969	0	0	0	1	0.950984506
321	1	2	4	1	3	1	1	3	1	4	2.615627105	1	0	0	1	0	0	0	919.3674173	1	0	0	1	0.855988482
322	1	1	3	1	3	0	1	1	0	4	1.864768263	1	1	0	0	0	1	0	869.3984451	0	1	0	1	1.244404725
323	2	2	3	2	2	1	2	1	0	1	1.623782193	0	1	0	1	0	0	1	793.1278415	0	1	0	1	1.293983046
324	2	2	2	2	1	1	1	0	0	4	1.97469677	0	0	0	0	1	1	1	1056.590791	0	0	0	1	0.811082366
325	2	1	1	1	0	1	1	0	0	1	2.300576441	0	0	0	1	0	0	0	1108.016545	0	0	0	0	1.262282557
326	2	1	1	0	0	1	1	0	0	1	4.729327275	0	0	0	0	1	0	0	22481.44284	0	0	0	0	0.523312269
327	1	2	1	1	1	0	1	0	0	4	2.314470911	0	0	1	0	0	0	0	23748.15589	0	0	1	0	0.711924913
328	2	2	4	2	0	4	1	0	0	2	2.200339145	1	1	0	0	0	0	0	571.7835002	0	0	0	1	1.040137778
329	2	1	1	0	0	1	1	0	0	4	1.417041484	0	0	0	0	0	0	0	23333.25535	0	0	0	0	1.286588403
330	1	2	1	1	1	0	1	0	0	1	2.686373628	0	0	0	0	0	0	0	1323.500137	0	0	0	1	0.788895902
331	2	2	3	2	1	2	2	1	0	1	1.041089687	0	0	1	0	0	0	0	284.7702235	0	0	0	0	0.790383863
332	2	2	2	1	2	0	1	1	0	1	2.614373035	0	0	0	0	0	0	0	945.8581418	0	1	0	0	0.991243894
333	2	2	2	1	1	1	1	1	0	4	5.656327518	0	1	1	0	0	0	0	1018.952031	0	0	0	0	0.928384843
334	2	2	2	1	1	1	1	1	0	1	1.642682059	0	0	0	0	0	0	0	1081.065545	0	0	1	1	1.166105794
335	2	2	4	2	1	3	4	0	0	2	1.85419059	2	0	0	0	1	0	0	483.6197414	0	0	0	1	1.166261596
336	1	3	2	3	1	1	1	0	0	4	2.490884396	0	0	0	0	0	1	1	1009.37574	1	1	1	1	1.358993702
337	2	3	3	1	1	2	1	2	1	3	4.49147764	1	0	0	0	0	0	0	574.968555	0	1	0	1	0.846523863
338	2	2	7	1	7	0	1	4	0	4	1.610434593	4	1	0	0	0	1	0	904.6087931	0	1	0	0	0.728988191
339	2	2	3	2	2	1	1	2	0	1	1.900961987	1	0	0	0	0	0	0	22618.04805	0	1	1	1	1.044411566
340	2	1	2	1	0	2	1	1	0	4	1.548714901	0	0	0	0	0	0	0	819.5517999	1	0	0	0	0.944866429
341	1	2	3	0	1	2	1	1	0	4	2.827640817	1	0	0	0	1	1	0	24956.50604	0	1	0	0	1.068992849
342	2	2	3	1	0	3	2	1	0	1	2.954316581	0	1	0	0	0	0	0	697.5038564	1	2	0	1	0.942307001
343	2	2	4	0	4	0	1	1	0	1	1.07620178	0	0	1	0	1	1	0	392.1460875	0	1	0	0	1.281281312
344	1	2	3	2	2	1	1	1	0	4	1.711687372	1	0	0	0	0	1	1	31348.2178	1	1	0	0	1.097494717
345	1	2	2	0	0	2	1	1	0	1	2.889306466	0	0	0	0	0	0	0	1003.724657	0	0	0	0	0.690407147
346	2	2	2	1	2	0	1	1	0	4	2.167130134	0	0	0	1	1	0	0	661.3504784	0	1	0	1	1.196954863
347	2	2	4	2	4	0	1	2	1	1	5.080287536	1	0	0	1	0	1	0	7554.601971	1	2	1	1	0.629066354
348	2	2	1	1	1	0	1	0	0	1	2.832536863	0	1	0	0	0	0	0	375.1772285	0	0	0	0	1.117159932
349	2	2	1	1	0	1	1	0	0	2	1.260848079	0	0	0	0	1	0	0	15862.148	0	0	0	0	1.196579004
350	1	2	6	0	0	6	1	3	2	2	1.670132745	3	0	0	0	0	1	2	663.4381836	0	3	1	1	0.708520568
351	2	2	3	2	2	1	1	2	0	1	1.777499248	1	0	0	0	0	0	0	274.5031128	0	0	1	0	1.18675355
352	1	1	2	0	1	1	1	1	0	1	1.767236788	0	0	0	0	0	0	0	1051.710179	1	0	0	0	0.941500897
353	2	2	7	2	0	7	4	3	1	1	2.819236624	4	0	0	0	0	0	0	24351.5339	0	2	0	1	1.110196278
354	1	2	1	2	0	1	1	0	0	4	1.02573614	0	0	0	1	0	0	0	668.9862044	0	0	0	0	0.704850349
355	2	2	2	0	1	1	1	1	0	4	1.435745012	0	0	0	1	1	0	0	1015.409079	0	0	1	1	0.91452042
356	2	2	2	0	0	2	1	1	0	4	2.812787909	0	0	0	0	0	0	0	689.5006405	0	1	1	1	0.402921522
357	2	3	1	1	0	1	1	0	0	1	2.920807537	0	0	0	0	0	0	0	561.3320675	0	0	0	1	1.262861707
358	2	3	2	1	2	0	1	1	0	3	1.48198137	0	0	0	0	0	0	0	704.6770995	0	0	1	1	0.558541083
359	2	1	1	1	0	1	1	0	0	1	1.277840496	0	0	0	1	1	0	0	884.2837846	0	0	1	0	1.351830431
360	2	3	7	2	0	7	1	6	4	3	2.3797068	4	0	0	0	0	0	0	468.4877459	0	0	0	1	0.644794735
361	2	2	3	2	0	3	2	1	0	2	2.778857633	1	0	0	0	0	0	0	489.7196914	1	0	0	1	0.682858802
362	2	1	3	0	1	2	2	1	0	1	5.36361684	1	1	0	0	1	0	0	661.9836636	0	2	0	0	0.787885234
363	1	2	2	2	2	0	2	0	0	4	1.410926157	0	0	0	1	0	0	0	8717.161981	0	0	1	1	0.592769935
364	1	2	2	2	2	0	1	0	0	4	1.807401947	0	0	0	0	0	0	0	10850.71982	0	0	0	0	1.338344969
365	2	3	4	2	2	2	4	0	0	1	1.696750569	2	0	0	0	0	0	0	770.6522703	0	2	1	1	0.874095108
366	2	3	5	3	2	3	2	3	1	1	1.997065465	2	0	0	0	1	0	0	1236.545487	0	1	0	0	1.28462451
367	2	1	4	1	0	4	1	3	1	1	1.010227053	0	0	0	0	0	0	0	669.0811626	0	1	1	0	0.784097426
368	2	3	1	2	1	0	1	0	0	3	2.439785384	0	0	0	0	0	0	0	9455.455425	1	0	1	1	1.093743276
369	2	2	3	1	1	2	1	2	0	3	2.004296662	1	0	1	0	0	0	0	11435.40079	0	1	0	1	0.51373394
370	1	1	1	0	0	1	1	0	0	2	2.621263455	0	0	0	0	0	0	0	285.7628292	0	0	0	1	1.277628376
371	2	1	1	2	1	0	1	0	0	4	1.518541537	0	0	0	1	0	0	0	27753.75772	0	0	0	0	0.548265871
372	2	3	3	2	3	0	1	2	0	4	3.027221513	1	0	0	0	1	0	0	1347.349518	0	0	0	1	0.596310475
373	1	2	1	1	0	1	1	0	0	2	1.669665062	0	0	0	0	0	0	0	29032.42487	0	0	0	0	0.738747489
374	2	2	1	1	1	0	1	0	0	4	7.044224097	0	0	0	1	1	0	0	5338.713268	0	0	0	0	1.05700663
375	2	1	1	1	1	0	1	0	0	4	1.390635813	0	0	0	0	0	0	0	639.1645408	1	0	0	0	0.829214561
376	1	2	3	2	2	1	1	0	0	4	0.907811126	0	0	0	1	0	1	0	18530.69239	0	2	0	1	1.193468819
377	2	1	2	1	1	1	1	1	0	3	1.155312919	0	0	0	1	0	0	0	28810.74601	0	0	0	0	1.279224094
378	2	1	1	2	0	1	1	0	0	1	5.891560211	0	1	0	1	0	0	0	32598.24011	0	0	0	0	0.87010435
379	1	2	2	1	1	1	1	0	0	2	1.79590163	0	0	0	0	0	1	1	14432.12098	0	1	0	1	0.475111694
380	2	2	1	1	0	1	1	0	0	3	1.343446975	0	0	0	0	0	0	0	20665.14462	1	0	0	1	0.871095277
381	2	2	3	1	2	1	1	2	1	4	0.886612887	1	1	0	0	1	0	0	20420.48164	0	0	1	1	0.768129411
382	1	1	3	2	1	2	1	1	0	4	2.815656239	0	0	1	0	0	0	1	9353.231009	0	0	0	0	1.239875369
383	2	2	3	1	0	3	2	0	0	4	2.561678231	1	1	0	1	1	0	0	10071.9025	0	0	1	1	1.292881869
384	2	2	2	1	1	1	2	0	0	1	2.875259266	0	1	0	0	0	0	1	692.0843978	0	1	0	1	0.934383088
385	2	2	3	2	0	3	3	0	0	3	1.101703901	1	0	0	0	0	0	0	27538.37183	0	0	0	1	1.002792494
386	2	1	1	0	0	1	1	0	0	4	1.269467465	0	0	0	0	0	0	0	12556.54414	0	0	0	0	0.460737
387	1	2	2	1	2	0	2	0	0	1	1.564378538	0	0	0	1	0	0	0	83.16133869	0	1	1	0	1.370559664
388	1	1	1	2	1	0	1	0	0	1	2.160303071	0	1	0	0	0	0	0	712.2281592	0	0	1	0	0.484697515
389	2	3	4	3	4	0	3	1	0	1	6.157115783	0	0	0	0	0	0	2	23398.61067	1	2	1	1	1.114546688
390	1	3	4	3	1	3	2	1	0	1	5.442450161	0	1	0	0	0	0	0	710.9942487	1	2	1	1	0.528052916
391	2	3	3	1	2	1	1	1	0	4	2.164004896	1	1	0	0	0	0	0	878.0518854	0	2	1	1	0.578528274
392	1	3	1	2	1	0	1	0	0	4	2.678755359	0	1	0	0	1	0	0	378.9234342	0	0	0	1	1.185982431
393	2	1	1	0	0	1	1	0	0	4	1.867938234	0	0	0	0	1	0	0	512.743756	0	0	0	0	0.96922355
394	1	3	1	1	0	1	1	0	0	4	5.483177449	0	0	0	1	0	0	0	663.0122549	1	0	1	0	1.320454784
395	2	2	2	0	1	1	1	1	0	4	2.216590489	0	0	0	0	1	0	0	10290.66005	0	0	1	0	1.243424095
396	2	1	2	0	1	1	1	1	0	1	1.583267496	0	0	0	0	0	0	0	18016.34524	0	1	0	0	1.322008939
397	2	1	2	0	1	1	1	0	0	1	1.334966217	0	0	0	1	0	0	0	18459.21316	0	0	0	1	0.477929743
398	1	2	1	1	1	0	1	0	0	4	2.369946016	0	0	1	0	0	0	0	14331.79616	1	0	0	0	0.409832813
399	2	2	1	2	0	1	1	0	0	2	2.671726445	0	0	0	0	0	0	0	165.9233658	0	0	0	1	0.863118787
400	2	2	2	1	0	2	1	1	0	4	1.570517026	0	0	0	0	0	0	0	1133.011115	1	0	1	1	0.936781121
401	2	1	3	1	2	1	1	0	0	2	1.941462613	0	0	0	0	0	1	0	21769.43239	0	1	0	1	0.984470215
402	2	3	1	2	0	1	1	0	0	1	3.067997364	0	0	0	1	0	0	0	890.8408151	0	0	1	1	0.497708674
403	1	2	1	1	0	1	1	0	0	3	2.050627319	0	1	0	0	0	0	0	13160.06401	0	0	0	0	1.231935916
404	1	2	6	2	1	5	1	4	0	1	7.10522614	0	0	0	0	1	1	0	831.9683639	0	5	0	1	0.575075934
405	1	3	2	1	2	0	1	1	0	1	2.609752183	0	0	0	0	0	0	0	1011.728517	1	1	0	0	0.790960995
406	1	3	2	1	1	1	1	1	0	1	2.286366152	0	1	0	0	1	0	0	915.7312234	0	0	1	1	0.461018331
407	2	2	3	2	2	1	1	2	1	2	2.81940042	1	1	1	0	0	0	0	774.4266572	0	0	1	0	0.481591936
408	2	1	4	1	4	0	1	0	0	3	5.104102092	2	0	0	1	0	1	0	20691.56091	0	3	0	0	1.167476078
409	2	1	5	1	3	2	1	3	0	1	6.414641212	3	0	0	0	0	1	1	10337.72385	0	3	0	0	1.194683742
410	2	3	3	3	1	2	2	0	0	4	1.764916095	0	0	0	0	1	0	2	316.6122694	1	0	0	1	0.821473505
411	2	2	2	1	0	2	1	1	0	3	1.928786193	0	0	0	0	0	0	0	734.3950664	0	0	0	0	1.042839597
412	2	3	1	3	1	0	1	0	0	1	2.343937676	0	0	0	1	0	0	0	30679.16114	0	0	1	1	1.179970247
413	2	2	1	0	0	1	1	0	0	1	1.47136582	0	1	0	0	1	0	0	768.0098586	0	0	0	1	1.210973493
414	2	2	3	0	3	0	1	2	0	4	1.37119347	0	0	0	1	0	0	0	23861.45365	0	1	0	0	0.545182269
415	2	1	1	1	0	1	1	0	0	4	2.357200158	0	0	0	0	0	0	0	25225.09033	1	0	0	1	1.030953844
416	2	1	4	1	2	2	2	0	0	4	1.266293247	1	0	0	0	0	1	0	583.0839581	0	2	0	0	1.231005892
417	2	1	2	0	1	1	1	0	0	1	2.132119432	0	0	0	1	0	0	0	420.2256569	0	1	0	1	0.61736138
418	1	1	2	1	1	1	1	0	0	1	3.005625606	0	1	0	0	0	1	0	190.484079	0	1	0	0	0.77156357
419	2	1	2	1	2	0	1	0	0	1	2.64430241	0	0	0	0	1	0	1	1207.703468	0	0	0	0	1.150157665
420	2	1	1	0	0	1	1	0	0	1	5.296016986	0	0	0	0	0	0	0	1362.900259	0	0	0	1	0.818739989
421	1	1	2	1	0	2	1	0	0	4	2.142507251	0	0	0	1	1	1	0	484.1768935	0	0	0	0	0.48110616
422	2	1	3	0	3	0	1	2	1	2	0.842038108	1	0	0	1	0	0	0	594.8460556	0	0	1	0	0.634583179
423	2	1	7	0	1	6	2	5	1	1	2.722589471	1	1	0	0	0	0	1	4633.42076	0	2	0	0	1.22324298
424	1	1	4	0	3	1	1	0	0	3	2.981205128	2	0	0	1	0	1	0	943.4713965	1	2	0	0	1.285814247
425	1	3	2	4	2	0	1	0	0	1	1.563980364	0	0	0	0	0	0	0	1281.892343	0	0	1	1	1.273987424
426	2	2	1	0	0	1	1	0	0	1	2.877494841	0	1	0	1	0	0	0	591.3970786	0	0	0	0	0.665957314
427	2	2	3	2	2	1	1	2	1	1	2.081453598	1	0	0	0	1	0	0	17973.14561	1	0	1	1	0.804470031
428	1	1	1	0	0	1	1	0	0	4	2.074724885	0	0	0	1	0	0	0	15656.19437	0	0	0	1	0.986179978
429	2	3	3	3	2	1	2	1	0	4	1.649735833	0	0	0	0	0	0	1	1093.428637	0	1	0	1	0.580371371
430	1	3	1	3	1	0	1	0	0	4	2.406307445	0	1	0	0	1	0	0	1117.162577	0	0	1	1	1.263190065
431	2	1	3	1	1	2	2	1	0	4	1.909821692	1	0	0	1	1	0	0	1178.45735	0	0	0	0	0.644475429
432	2	1	7	0	7	0	1	3	1	1	2.14304563	3	0	0	0	0	1	0	977.0385663	1	4	0	0	1.260603146
433	2	3	1	4	0	1	1	0	0	3	2.693655032	0	0	0	0	0	0	0	1224.506869	0	0	1	1	0.797760199
434	2	1	1	0	1	0	1	0	0	3	1.985820422	0	0	0	0	0	0	0	879.0852107	0	0	0	0	1.073753191
435	2	1	4	1	1	3	4	0	0	2	1.610404424	1	0	0	1	1	0	0	1080.978087	0	0	0	0	0.992602078
436	2	3	4	1	4	0	2	2	1	2	1.960325278	0	0	0	0	0	0	1	689.85334	0	2	1	1	1.236476642
437	1	2	1	1	0	1	1	0	0	1	5.00051424	0	0	0	0	1	0	0	458.5912274	0	0	0	0	0.525676916
438	2	3	2	1	2	0	2	0	0	1	2.023730017	0	0	1	1	0	0	1	5398.329681	0	1	1	1	0.850414201
439	1	1	6	0	4	2	3	3	1	1	4.640135422	4	1	0	0	0	0	0	922.258089	0	1	1	0	1.269821839
440	2	1	3	2	1	2	1	2	0	4	1.312679384	0	0	0	0	1	0	0	939.2771249	0	2	0	0	0.556008141
441	2	1	2	0	1	1	1	1	0	2	2.632841389	0	0	0	1	0	0	0	22373.34445	0	1	0	1	0.877743816
442	2	2	1	2	1	0	1	0	0	1	2.631263898	0	0	0	0	0	0	0	387.9937563	0	0	1	0	0.573201183
443	1	1	3	1	3	0	1	1	0	4	2.640053552	1	0	0	0	0	1	0	25584.32958	0	1	0	0	1.360517304
444	1	2	2	2	1	1	1	1	0	4	1.253049822	0	0	0	1	1	0	0	22266.93185	0	1	0	1	0.999000266
